comments,keywords
: 太神啦,"[':', ' ', '太神', '啦']"
: huhi,"[':', ' ', 'huhi']"
: Gg！！！,"[':', ' ', 'Gg', '！', '！', '！']"
: 法洛不痛了,"[':', ' ', '法洛不痛', '了']"
: 逆轉啦,"[':', ' ', '逆轉', '啦']"
: 要翻囉,"[':', ' ', '要', '翻', '囉']"
: 在拖贏面越大,"[':', ' ', '在', '拖', '贏面', '越大']"
: 法洛現在輸出不夠了,"[':', ' ', '法洛現', '在', '輸出', '不夠', '了']"
: 16分贏10k 現在快翻了,"[':', ' ', '16', '分贏', '10k', ' ', '現在', '快', '翻', '了']"
: huhi!!,"[':', ' ', 'huhi', '!', '!']"
: GG有機會欸,"[':', ' ', 'GG', '有', '機會', '欸']"
: C9繼續耍白癡沒有關係,"[':', ' ', 'C9', '繼續', '耍', '白', '癡', '沒', '有關', '係']"
: C9有點難打了,"[':', ' ', 'C9', '有點', '難', '打', '了']"
: poke陣快不行了,"[':', ' ', 'poke', '陣快', '不行', '了']"
: ICANT,"[':', ' ', 'ICANT']"
: 屌開一波,"[':', ' ', '屌', '開一波']"
: 逆轉啦,"[':', ' ', '逆轉', '啦']"
: 有喔 已經快聽到B55的B囉,"[':', ' ', '有', '喔', ' ', '已經', '快', '聽', '到', 'B55', '的', 'B', '囉']"
: 看遠古團了,"[':', ' ', '看遠', '古團', '了']"
: poke陣果然不是強隊沒辦法玩,"[':', ' ', 'poke', '陣', '果然', '不是', '強隊', '沒', '辦法', '玩']"
: C9完蛋 團越來越難了,"[':', ' ', 'C9', '完蛋', ' ', '團越', '來', '越', '難', '了']"
: Huhi開團角T0 保排角LSC,"[':', ' ', 'Huhi', '開團角', 'T0', ' ', '保排', '角', 'LSC']"
: 我大花枝,"[':', ' ', '我大', '花枝']"
: 最後一波POKE陣+巴龍,"[':', ' ', '最後一波', 'POKE', '陣', '+', '巴龍']"
: 16分10K  現在32分8K  很怪很怪囉,"[':', ' ', '16', '分', '10K', ' ', ' ', '現在', '32', '分', '8K', ' ', ' ', '很怪', '很', '怪', '囉']"
: 大楷終究要第五場了,"[':', ' ', '大楷', '終究要', '第五', '場了']"
: 少兩個大招 要翻了,"[':', ' ', '少', '兩個', '大招', ' ', '要', '翻', '了']"
: 我沒想過gg真的把poke陣拖到後期了,"[':', ' ', '我', '沒想過', 'gg', '真的', '把', 'poke', '陣', '拖', '到後期', '了']"
: 遠古龍 一戰定神死,"[':', ' ', '遠古龍', ' ', '一戰', '定神', '死']"
: 還是贏快10K+龍魂 正面打抓傑莉不會輸,"[':', ' ', '還是', '贏快', '10K', '+', '龍魂', ' ', '正面', '打', '抓傑莉', '不會輸']"
: c9吃屎吧,"[':', ' ', 'c9', '吃屎', '吧']"
: GG挺強 可以撐到現在,"[':', ' ', 'GG', '挺強', ' ', '可以', '撐', '到', '現在']"
: 完蛋,"[':', ' ', '完蛋']"
: 完蛋,"[':', ' ', '完蛋']"
: 完了,"[':', ' ', '完', '了']"
: GGGGGGGG,"[':', ' ', 'GGGGGGGG']"
: GG,"[':', ' ', 'GG']"
: GGGGGGGGGGG 完了,"[':', ' ', 'GGGGGGGGGGG', ' ', '完', '了']"
: GGGGGGGG,"[':', ' ', 'GGGGGGGG']"
: GG,"[':', ' ', 'GG']"
: 下班囉,"[':', ' ', '下班', '囉']"
: POKE陣的遠古超強,"[':', ' ', 'POKE', '陣', '的', '遠古', '超強']"
: 爛尾,"[':', ' ', '爛尾']"
: 下班囉,"[':', ' ', '下班', '囉']"
: GG,"[':', ' ', 'GG']"
: GG,"[':', ' ', 'GG']"
: GGGGGGGGGGG,"[':', ' ', 'GGGGGGGGGGG']"
: ggg,"[':', ' ', 'ggg']"
: GG,"[':', ' ', 'GG']"
: 經典爛尾,"[':', ' ', '經典爛', '尾']"
: 回頭吃標 笑死,"[':', ' ', '回頭', '吃標', ' ', '笑', '死']"
: 下班囉,"[':', ' ', '下班', '囉']"
: 夢醒時分 下班啦,"[':', ' ', '夢醒', '時分', ' ', '下班', '啦']"
: 下班囉,"[':', ' ', '下班', '囉']"
: 這波就打很好,"[':', ' ', '這波', '就', '打', '很', '好']"
: 8888888888,"[':', ' ', '8888888888']"
: 沒了,"[':', ' ', '沒', '了']"
: 下班囉,"[':', ' ', '下班', '囉']"
: GG,"[':', ' ', 'GG']"
: 終於下班了,"[':', ' ', '終於', '下班', '了']"
: 想繞繞死自己了,"[':', ' ', '想繞', '繞', '死', '自己', '了']"
: 大楷終於要下班了!!!,"[':', ' ', '大楷', '終於要', '下班', '了', '!', '!', '!']"
: GGGGGGGGG  還是打不過,"[':', ' ', 'GGGGGGGGG', ' ', ' ', '還是', '打不過']"
: 你這樣放生adap　　　繞三小阿,"[':', ' ', '你', '這樣', '放生', 'adap', '\u3000', '\u3000', '\u3000', '繞三小', '阿']"
: 下班啦,"[':', ' ', '下班', '啦']"
: 沒了 AD到最後還在醜,"[':', ' ', '沒', '了', ' ', 'AD', '到', '最', '後', '還在醜']"
: C9這波玩得不錯,"[':', ' ', 'C9', '這波', '玩', '得', '不錯']"
: 反向風牆,"[':', ' ', '反向', '風牆']"
: TSM,"[':', ' ', 'TSM']"
: 大楷回家囉,"[':', ' ', '大楷', '回家', '囉']"
: poke終於發威了 完全沒辦法靠近,"[':', ' ', 'poke', '終於發威', '了', ' ', '完全', '沒辦法', '靠近']"
: 就要放了  你們還聚過去,"[':', ' ', '就要', '放', '了', ' ', ' ', '你們', '還聚過', '去']"
: 正面不好開沒辦法,"[':', ' ', '正面', '不好', '開', '沒', '辦法']"
: 卡桑蒂這角色真的破,"[':', ' ', '卡桑', '蒂', '這', '角色', '真的', '破']"
: 整隊靠輔助,"[':', ' ', '整隊', '靠', '輔助']"
: GG把自己繞死了,"[':', ' ', 'GG', '把', '自己', '繞', '死', '了']"
: 瑞空本來就要想辦法繞想辦法開.C9抓得好,"[':', ' ', '瑞空', '本來', '就要', '想', '辦法', '繞', '想', '辦法開', '.', 'C9', '抓得', '好']"
: 恭喜 \TSM/,"[':', ' ', '恭喜', ' ', '\\', 'TSM', '/']"
: 真的是菜雞對決 感覺C9上去打GEN也是被屌虐,"[':', ' ', '真的', '是', '菜', '雞', '對決', ' ', '感覺', 'C9', '上去', '打', 'GEN', '也', '是', '被', '屌', '虐']"
: 好 恭喜 麻煩gen把c9虐死,"[':', ' ', '好', ' ', '恭喜', ' ', '麻煩', 'gen', '把', 'c9', '虐死']"
: 兩個carry位搞整場,"[':', ' ', '兩個', 'carry', '位', '搞', '整場']"
: 希望T1不要看了這把又開始玩這種陣容...,"[':', ' ', '希望', 'T1', '不要', '看', '了', '這把', '又', '開始', '玩', '這種', '陣容', '...']"
: 繞道自己爆開,"[':', ' ', '繞道', '自己', '爆開']"
: GG真被GG了,"[':', ' ', 'GG', '真', '被', 'GG', '了']"
: GG,"[':', ' ', 'GG']"
: 恭喜喵喵成為MSI第八 GG第七,"[':', ' ', '恭喜', '喵', '喵', '成為', 'MSI', '第八', ' ', 'GG', '第七']"
: 這組中野還是只能虐菜,"[':', ' ', '這組', '中野', '還是', '只能', '虐菜']"
: na最後希望,"[':', ' ', 'na', '最', '後', '希望']"
: goodbye ==,"[':', ' ', 'goodbye', ' ', '=', '=']"
: 陣容太差了  卡桑地完全處理不了,"[':', ' ', '陣容', '太差', '了', ' ', ' ', '卡桑', '地', '完全', '處理', '不了']"
: C9這個身高差,"[':', ' ', 'C9', '這個', '身高', '差']"
: 成功取得上去被GENG虐的機會,"[':', ' ', '成功', '取得', '上去', '被', 'GENG', '虐', '的', '機會']"
: C9還好做對的一件事龍魂壓力有給到,"[':', ' ', 'C9', '還好', '做', '對', '的', '一件', '事龍魂', '壓力', '有給', '到']"
: 真的是搶著被gg虐= =,"[':', ' ', '真的', '是', '搶', '著', '被', 'gg', '虐', '=', ' ', '=']"
: 卡桑蒂真的是op,"[':', ' ', '卡桑', '蒂', '真的', '是', 'op']"
: 成功取得上去被虐的資格XD,"[':', ' ', '成功', '取得', '上去', '被', '虐', '的', '資格', 'XD']"
: 莉可莉絲這場感覺沒玩到 隊友就崩歪了,"[':', ' ', '莉', '可莉絲', '這場', '感覺', '沒玩到', ' ', '隊友', '就', '崩', '歪', '了']"
: 打贏GG！ 被GG虐？,"[':', ' ', '打贏', 'GG', '！', ' ', '被', 'GG', '虐', '？']"
: gen g = =,"[':', ' ', 'gen', ' ', 'g', ' ', '=', ' ', '=']"
: 恭喜C9取得了被geng虐的機會,"[':', ' ', '恭喜', 'C9', '取得', '了', '被', 'geng', '虐', '的', '機會']"
: c9這bp不配打贏geng,"[':', ' ', 'c9', '這', 'bp', '不配', '打贏', 'geng']"
: 恭喜C9獲得被比較強的GG淘汰的資格,"[':', ' ', '恭喜', 'C9', '獲得', '被', '比', '較強', '的', 'GG', '淘汰', '的', '資格']"
: 蛹蛹下去,"[':', ' ', '蛹', '蛹', '下去']"
: 勇士的射手不太行啊,"[':', ' ', '勇士', '的', '射手', '不', '太行', '啊']"
: C9沒有任何一項能打贏GenG啊= =,"[':', ' ', 'C9', '沒有', '任何', '一項', '能', '打贏', 'GenG', '啊', '=', ' ', '=']"
: 上去被虐沒差吧 反正至少不是那麼爛的隊伍,"[':', ' ', '上去', '被', '虐', '沒差', '吧', ' ', '反正', '至少', '不是', '那麼爛', '的', '隊伍']"
: 這遊戲內容 沒理由被gg3:0,"[':', ' ', '這遊戲', '內容', ' ', '沒', '理由', '被', 'gg3', ':', '0']"
: *不被gg3:0,"[':', ' ', '*', '不', '被', 'gg3', ':', '0']"
: C9能贏一場都堪稱奇蹟  被BLG3-0的咖,"[':', ' ', 'C9', '能贏', '一場', '都', '堪', '稱奇', '蹟', ' ', ' ', '被', 'BLG3', '-', '0', '的', '咖']"
: 感覺PSG 只是運氣不好,"[':', ' ', '感覺', 'PSG', ' ', '只是', '運氣', '不好']"
: C9戰勝了GG，下一把還是打GG KEKW,"[':', ' ', 'C9', '戰勝', '了', 'GG', '，', '下', '一把', '還是', '打', 'GG', ' ', 'KEKW']"
: PSG哪來的臉說只是運氣不好= =,"[':', ' ', 'PSG', '哪來', '的', '臉', '說', '只是', '運氣', '不好', '=', ' ', '=']"
: 此GG非彼GG XD,"[':', ' ', '此', 'GG', '非', '彼', 'GG', ' ', 'XD']"
: 大開已經到家了,"[':', ' ', '大開', '已', '經到', '家', '了']"
: PSG哪裡運氣不好  中野輸那麼多,"[':', ' ', 'PSG', '哪裡', '運氣', '不好', ' ', ' ', '中野', '輸', '那麼', '多']"
: C9目前6強 打贏GENG進4強,"[':', ' ', 'C9', '目前', '6', '強', ' ', '打贏', 'GENG', '進', '4', '強']"
: psg 運氣不好 哈哈哈哈,"[':', ' ', 'psg', ' ', '運氣', '不好', ' ', '哈哈哈哈']"
: psg運氣不好XDDDDDDDDDDDDDDDDDDDDDD,"[':', ' ', 'psg', '運氣', '不好', 'XDDDDDDDDDDDDDDDDDDDDDD']"
: 0-3 運氣不好,"[':', ' ', '0', '-', '3', ' ', '運氣', '不好']"
: 雙敗欸 運氣真的很不好,"[':', ' ', '雙敗', '欸', ' ', '運氣', '真的', '很', '不好']"
: PSG運氣不好是我聽過最好笑的笑話,"[':', ' ', 'PSG', '運氣', '不好', '是', '我', '聽過', '最好', '笑', '的', '笑', '話']"
: 不是 那一看就釣魚的 怎這麼多人認真,"[':', ' ', '不是', ' ', '那一看', '就', '釣魚', '的', ' ', '怎', '這麼', '多人', '認真']"
: PSG去A組信不信連敗部冠亞都沒得打==,"[':', ' ', 'PSG', '去', 'A', '組', '信不信', '連敗', '部冠亞', '都', '沒得', '打', '=', '=']"
: PSG這籤運已經很好了,"[':', ' ', 'PSG', '這', '籤', '運', '已經', '很', '好', '了']"
: 看來今天沒比賽  無聊了,"[':', ' ', '看來', '今天', '沒比賽', ' ', ' ', '無聊', '了']"
